Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU140,17.80855869,58,9,6136.076376,Female,0,21,0,6,Carrier B,7.449706782,Supplier 3,Mumbai,19,831,24,41.3475168,Fail,1.954237437,Rail,Route A,55.82528443
haircare,SKU141,84.01644421,59,118,7803.073229,Male,17,34,78,8,Carrier A,7.745821103,Supplier 4,Chennai,3,174,4,49.33669134,Pass,0.805986823,Rail,Route C,748.0178624
haircare,SKU142,82.21962467,118,-380,7181.559608,Unknown,50,17,47,0,Carrier B,5.105676675,Supplier 5,Kolkata,2,64,6,78.40359096,Fail,4.49871974,Road,Route B,355.4624906
haircare,SKU143,133.1575342,23,454,6599.28726,Unknown,72,20,13,5,Carrier C,2.36846132,Supplier 4,Kolkata,25,605,24,34.10835404,Pass,0.569382786,Sea,Route A,782.6335017
haircare,SKU144,22.28998538,60,292,7894.762477,Male,98,16,0,1,Carrier B,8.321631848,Supplier 3,Delhi,17,784,21,22.39788274,Pass,2.419031351,Air,Route B,354.62272
haircare,SKU145,51.73805197,12,596,897.3127115,Non-binary,113,12,29,3,Carrier A,10.1739814,Supplier 3,Delhi,23,606,11,7.938224274,Pass,6.476105717,Sea,Route C,132.0502667
cosmetics,SKU146,73.78544503,75,265,673.1510895,Non-binary,9,28,60,1,Carrier C,7.563382561,Supplier 1,Mumbai,24,601,12,31.36176622,Fail,0.43347246,Air,Route C,523.3264026
cosmetics,SKU147,55.44917439,121,28,10144.05299,Unknown,70,21,77,10,Carrier B,3.65069962,Supplier 5,Mumbai,22,695,9,59.88567504,Fail,2.109898691,Road,Route C,1069.101269
skincare,SKU148,41.68954527,51,449,6011.401931,Unknown,55,1,17,5,Carrier B,4.055617852,Supplier 5,Mumbai,6,351,24,34.24850281,Pass,1.797849588,Rail,Route A,713.2747279
haircare,SKU149,87.94522748,,440,5708.944773,Male,42,3,38,5,Carrier A,6.675354837,Supplier 3,Chennai,14,541,27,51.91249899,Pass,2.557582948,Air,Route A,691.6009378
haircare,SKU150,85.36360232,16,855,3512.257908,Female,79,22,48,7,Carrier A,10.38578641,Supplier 2,Kolkata,19,391,4,33.39093148,Fail,3.750541451,Air,Route A,678.2798991
cosmetics,SKU151,64.6021741,98,1572,9165.843956,Unknown,30,16,35,7,Carrier C,10.11619126,Supplier 3,Mumbai,4,794,30,28.26999237,Fail,3.872183821,Road,Route A,810.466546
skincare,SKU152,76.67669232,76,710,7483.684179,Male,43,10,13,9,Carrier B,4.794284465,Supplier 2,Bangalore,4,438,1,46.06416284,Fail,1.180686122,Road,Route A,412.1248325
skincare,SKU153,50.06308897,71,148,7542.695386,Unknown,54,10,46,3,Carrier B,3.35787098,Supplier 1,Mumbai,30,858,18,26.53809496,Fail,2.548690956,Air,Route B,729.2499589
haircare,SKU154,4.750243295,10,186,6135.820808,Female,23,18,31,10,Carrier C,6.921495286,Supplier 1,Mumbai,18,75,23,14.71759444,Pass,1.581172706,Rail,Route B,240.3736732
haircare,SKU155,37.69775198,17,849,7992.934497,Male,13,6,3,4,Carrier C,4.532320206,Supplier 2,Mumbai,9,475,18,58.16281688,Pending,2.082122521,Sea,Route B,454.8895393
skincare,SKU156,4.121108387,67,588,5946.235262,Female,58,22,53,3,Carrier B,7.88003828,Supplier 4,Kolkata,11,996,22,55.98786903,Pending,1.307204282,Road,Route B,332.4329085
cosmetics,SKU157,51.69790245,0,397,6911.508183,Male,60,15,38,9,Carrier B,5.74711835,Supplier 2,Chennai,37,426,23,88.27493269,Pending,0.518952573,Air,Route A,177.0020898
skincare,SKU158,94.93925892,45,427,2473.828574,Unknown,34,34,57,4,Carrier B,4.974444831,Supplier 3,Mumbai,24,533,8,46.10447699,Fail,3.041131676,Air,Route B,512.5430082
skincare,SKU159,52.58495371,18,359,7800.038725,Non-binary,43,33,84,6,Carrier B,2.293046739,Supplier 1,Mumbai,2,573,13,20.94736983,Pending,1.727311484,Rail,Route B,530.7862192
haircare,SKU160,45.76975843,7,-253,6904.97973,Non-binary,25,14,36,8,Carrier B,8.016856926,Supplier 2,Chennai,21,321,29,39.56275754,Pass,2.624237115,Rail,Route A,530.7583829
skincare,SKU161,47.81919773,20,297,5623.73818,Unknown,29,22,22,3,Carrier C,6.76922671,Supplier 3,Delhi,6,552,17,64.32168767,Pass,4.142518675,Air,Route C,413.7991119
cosmetics,SKU162,72.69557239,29,369,2877.241511,Non-binary,56,3,16,7,Carrier B,3.065443458,Supplier 4,Kolkata,14,117,18,28.06491923,Fail,3.01947345,Road,Route A,534.353434
skincare,SKU163,47.85922449,2,215,3248.20672,Non-binary,44,23,44,7,Carrier B,3.528598328,Supplier 1,Bangalore,9,380,24,94.12432221,Pending,3.372240663,Road,Route A,847.5068078
cosmetics,SKU164,55.8252251,59,565,5883.664045,Female,85,16,92,8,Carrier B,9.347633071,Supplier 3,Delhi,19,851,17,74.126746,Pending,1.897281213,Rail,Route A,552.3019219
skincare,SKU165,43.77919646,29,342,7170.601231,Unknown,89,1,58,6,Carrier B,6.342375679,Supplier 1,Mumbai,35,907,18,62.09622162,Fail,4.333057535,Road,Route B,541.8305402
skincare,SKU166,24.94764556,52,311,2399.108668,Non-binary,52,1,30,7,Carrier C,5.145737453,Supplier 1,Delhi,7,26,3,20.53810386,Fail,1.187454444,Rail,Route C,670.3141114
skincare,SKU167,23.98197408,40,130,9511.484472,Unknown,54,11,9,9,Carrier B,5.861049952,Supplier 2,Delhi,11,771,13,95.17815782,Pending,1.402201067,Road,Route C,820.4235714
skincare,SKU168,6.293129308,2,323,4712.285246,Non-binary,90,11,46,4,Carrier B,8.438455516,Supplier 4,Kolkata,27,323,21,39.47428473,Fail,2.39815385,Rail,Route B,224.4071411
cosmetics,SKU169,2.165554763,23,814,3464.240848,Male,55,15,52,6,Carrier A,6.026132627,Supplier 1,Kolkata,20,636,19,10.00873843,Pass,3.466494137,Sea,Route A,658.8489423
skincare,SKU170,55.7608396,1,293,5733.238219,Male,91,16,74,4,Carrier B,3.288295062,Supplier 3,Kolkata,22,820,20,81.84524535,Pending,3.6028453,Sea,Route B,27.41351472
cosmetics,SKU171,65.20823107,56,757,740.4426019,Non-binary,37,32,82,1,Carrier C,7.11791107,Supplier 5,Bangalore,15,1040,12,22.86830228,Fail,1.588932495,Air,Route A,388.3302491
haircare,SKU172,91.75474484,53,577,7634.679571,Male,32,9,36,0,Carrier B,0.384214746,Supplier 2,Chennai,17,435,18,27.70950883,Fail,2.115393777,Rail,Route B,546.1905927
skincare,SKU173,36.48808314,30,246,6540.575208,Male,67,3,56,1,Carrier A,0.865728323,Supplier 4,Chennai,6,168,10,74.82031171,Pending,2.858800673,Rail,Route A,701.4496776
skincare,SKU174,54.22589685,3,681,4656.07713,Unknown,29,17,54,5,Carrier B,7.948722279,Supplier 4,Mumbai,28,397,19,44.47341643,Pending,0.889152886,Rail,Route C,435.4918126
cosmetics,SKU175,81.72866046,59,410,198.1715216,Male,43,26,51,9,Carrier B,7.735695453,Supplier 3,Kolkata,18,362,33,68.23690625,Pass,3.364245399,Sea,Route A,543.5441833
skincare,SKU176,80.33024801,55,686,5981.007661,Non-binary,48,0,72,2,Carrier B,8.28875871,Supplier 2,Kolkata,31,120,0,65.66115279,Pending,4.550852074,Rail,Route A,580.7977756
haircare,SKU177,31.76434277,56,738,7237.093987,Non-binary,23,11,27,0,Carrier C,1.987351301,Supplier 2,Delhi,2,606,23,67.97273507,Pending,3.533327156,Road,Route B,189.7759829
haircare,SKU178,90.64671881,,756,5114.280527,Non-binary,4,28,41,7,Carrier A,7.694094952,Supplier 3,Bangalore,24,829,14,18.0867016,Pass,0.497168576,Road,Route B,469.5737472
skincare,SKU179,11.79177247,,642,8685.676521,Male,74,22,64,9,Carrier B,4.175310592,Supplier 1,Kolkata,10,753,13,54.18034895,Fail,3.701450381,Rail,Route A,360.9560396
haircare,SKU180,89.82433055,95,369,9386.18558,Male,70,7,74,2,Carrier B,3.195144895,Supplier 3,Mumbai,2,1126,12,36.85171998,Pass,4.040070879,Road,Route A,558.3826392
haircare,SKU181,30.13676837,46,236,6503.069812,Male,67,24,28,8,Carrier A,1.95169065,Supplier 1,Mumbai,20,1054,11,58.5968303,Fail,1.578987346,Road,Route B,830.8213575
haircare,SKU182,15.32871468,115,305,5208.861031,Unknown,47,2,54,3,Carrier A,3.005396627,Supplier 1,Mumbai,7,285,17,51.24607681,Pass,1.216240264,Air,Route A,785.277851
cosmetics,SKU183,38.88171544,14,888,8378.579911,Female,75,17,22,3,Carrier C,6.939921792,Supplier 2,Mumbai,13,358,14,41.33558017,Pending,1.317972289,Road,Route A,212.0119314
haircare,SKU184,17.94515787,33,74,7983.795357,Male,0,28,86,3,Carrier C,2.239062225,Supplier 2,Bangalore,13,785,10,52.4230788,Pass,2.820188164,Air,Route A,936.7862331
cosmetics,SKU185,84.6377092,46,135,8584.735069,Male,59,17,57,7,Carrier B,5.679311268,Supplier 1,Bangalore,19,718,16,38.28686612,Pass,2.169923154,Road,Route B,885.957435
haircare,SKU186,34.48912713,46,599,9900.421017,Unknown,54,21,22,8,Carrier A,4.026227208,Supplier 1,Chennai,11,447,22,54.64742093,Pending,0.726766569,Sea,Route B,433.9298818
cosmetics,SKU187,50.63247669,13,675,6497.844476,Male,8,7,89,8,Carrier C,6.215673938,Supplier 2,Bangalore,8,45,1,20.51515786,Fail,1.847696415,Rail,Route A,709.6668435
skincare,SKU188,6.516179249,7,15,7848.687676,Female,64,9,29,5,Carrier C,9.761203838,Supplier 5,Chennai,16,445,1,36.11932771,Pass,1.811928702,Road,Route A,417.7954899
haircare,SKU189,91.17338699,82,641,4355.065438,Male,41,15,71,6,Carrier B,7.807905157,Supplier 4,Mumbai,9,111,10,65.14216695,Pass,3.594816755,Road,Route B,791.5689798
cosmetics,SKU190,38.97342823,51,213,5514.645117,Unknown,74,12,7,7,Carrier C,8.972477234,Supplier 1,Bangalore,10,289,16,54.8248137,Pass,1.527548841,Rail,Route B,570.6992808
skincare,SKU191,20.58363028,16,464,6748.143693,Female,13,23,28,5,Carrier C,2.462561715,Supplier 1,Mumbai,18,366,28,24.55170009,Pass,2.596770568,Air,Route A,269.7444041
haircare,SKU192,66.56707494,58,631,5417.065458,Unknown,95,19,49,8,Carrier B,7.168332713,Supplier 1,Delhi,5,194,19,36.54842766,Fail,0.157848203,Road,Route A,808.575339
skincare,SKU193,4.04256146,68,123,669.3191555,Female,106,9,47,10,Carrier C,6.747740391,Supplier 3,Mumbai,19,583,7,52.18157718,Pass,1.242144847,Road,Route A,774.2077494
haircare,SKU194,19.19027288,78,789,790.6180685,Non-binary,24,16,72,7,Carrier B,8.790063922,Supplier 3,Delhi,2,855,18,71.45821756,Fail,2.905241889,Rail,Route A,128.3951462
haircare,SKU195,22.4635346,64,782,6715.91271,Unknown,50,17,64,4,Carrier B,6.683489284,Supplier 1,Mumbai,21,678,26,37.3195811,Fail,3.962158861,Sea,Route A,684.7316024
cosmetics,SKU196,54.21536343,100,269,5102.946035,Unknown,79,20,9,9,Carrier C,3.779186833,Supplier 1,Chennai,15,669,4,50.32115545,Pending,1.302082456,Rail,Route A,494.2370767
haircare,SKU197,47.74660693,31,430,6354.64322,Male,10,10,117,9,Carrier C,6.022135677,Supplier 2,Delhi,12,798,31,39.95659065,Pending,3.675291689,Rail,Route B,584.5389809
haircare,SKU198,1.999041126,75,390,2408.567357,Female,54,23,5,3,Carrier A,3.390381012,Supplier 5,Bangalore,20,874,27,79.60490399,Pending,2.782430292,Sea,Route C,802.6300336
cosmetics,SKU199,80.78151027,32,723,7128.994033,Female,33,11,39,4,Carrier A,2.19557683,Supplier 1,Bangalore,17,835,31,22.01784114,Fail,1.219451049,Air,Route A,473.9882604
cosmetics,SKU200,62.16058987,33,286,3799.30573,Male,74,11,60,3,Carrier B,2.516664135,Supplier 4,Chennai,16,541,12,12.51160524,Fail,3.562891297,Sea,Route A,886.5180162
cosmetics,SKU201,47.82224206,16,586,3938.683584,Female,42,8,36,2,Carrier B,11.15422292,Supplier 1,Kolkata,15,379,17,30.38664642,Fail,4.035349778,Road,Route B,515.4927044
skincare,SKU202,65.64764405,16,770,6225.135759,Non-binary,28,6,25,10,Carrier B,4.888301868,Supplier 1,Bangalore,13,86,20,43.94831136,Pending,3.0136273,Rail,Route B,633.9343387
skincare,SKU203,90.58637543,54,213,4204.78533,Male,64,12,19,6,Carrier B,5.687007806,Supplier 3,Bangalore,21,828,5,61.93677765,Fail,0.588134518,Air,Route A,620.4973338
haircare,SKU204,92.19289174,15,512,8154.630798,Male,110,29,38,5,Carrier A,9.912722604,Supplier 5,Mumbai,15,275,17,84.43062894,Pending,1.538528448,Road,Route A,1051.847726
skincare,SKU205,47.45606749,66,331,6234.755421,Male,57,19,68,7,Carrier B,8.249898294,Supplier 4,Mumbai,12,29,23,0.165479452,Pending,3.419389772,Road,Route A,575.4659717
skincare,SKU206,83.25813334,8,596,4815.207862,Male,78,2,22,3,Carrier A,3.240377299,Supplier 2,Mumbai,10,848,13,36.44233045,Fail,1.505392696,Road,Route B,471.01655
haircare,SKU207,64.19017803,54,477,7383.170445,Non-binary,50,10,34,12,Carrier B,3.891326969,Supplier 2,Bangalore,12,424,19,5.616258695,Pending,4.06319006,Air,Route A,862.3981974
skincare,SKU208,0.077167396,40,733,6974.914757,Male,108,14,60,6,Carrier B,5.8343405,Supplier 5,Chennai,16,198,6,106.8181525,Pending,4.197229246,Rail,Route B,402.0203656
skincare,SKU209,78.01142741,71,226,7666.097022,Male,86,25,31,2,Carrier B,7.449126217,Supplier 1,Chennai,3,57,12,57.69798368,Pass,0.396359328,Road,Route C,715.2020888
cosmetics,SKU210,1.281055012,71,93,3240.172416,Non-binary,4,8,13,9,Carrier C,4.729199088,Supplier 2,Kolkata,34,978,12,60.84635321,Pass,0.899832934,Sea,Route C,427.4268343
haircare,SKU211,91.9145238,50,1308,6568.202014,Unknown,98,7,40,9,Carrier C,4.213240986,Supplier 1,Bangalore,27,438,17,44.36466987,Fail,0.493713116,Rail,Route A,918.9092444
skincare,SKU212,17.47694996,16,669,9225.074726,Male,40,7,2,0,Carrier C,10.20492212,Supplier 2,Chennai,10,305,13,69.88566742,Pending,0.74719955,Road,Route A,294.9912635
cosmetics,SKU213,56.92799224,20,545,6575.660864,Female,106,13,61,4,Carrier C,6.107089165,Supplier 1,Kolkata,1,1063,24,54.50941402,Pending,1.910738496,Rail,Route A,119.2236243
haircare,SKU214,35.2638638,75,677,3649.970118,Unknown,53,14,31,6,Carrier C,7.829757187,Supplier 1,Chennai,18,560,15,63.77608965,Pending,2.344675675,Air,Route C,539.8650274
haircare,SKU215,49.23857975,51,273,8070.585219,Female,15,11,70,6,Carrier B,3.367114193,Supplier 1,Chennai,12,443,15,18.51395279,Pending,2.629497803,Rail,Route B,842.4353567
skincare,SKU216,26.83138751,57,892,11012.97947,Female,28,10,85,3,Carrier C,2.275650869,Supplier 1,Chennai,23,397,9,82.36362675,Pending,3.859934275,Air,Route B,610.4807349
cosmetics,SKU217,43.07403039,34,966,7812.896896,Non-binary,21,17,71,8,Carrier A,10.02945357,Supplier 3,Kolkata,22,728,9,51.05298061,Pending,2.115750373,Sea,Route A,107.0662303
haircare,SKU218,64.81697285,69,328,6635.388882,Unknown,8,31,45,5,Carrier B,0.332864563,Supplier 5,Kolkata,18,452,23,39.07371398,Pass,3.222235085,Rail,Route B,504.401435
skincare,SKU219,44.73217413,27,706,3052.310926,Non-binary,53,18,130,5,Carrier A,9.750560169,Supplier 2,Mumbai,27,511,1,43.23323023,Pending,0.145118822,Air,Route C,11.66329801
cosmetics,SKU220,47.82900691,15,399,7281.855986,Unknown,59,7,38,1,Carrier C,9.950963904,Supplier 1,Mumbai,20,537,10,53.56453988,Pass,0.237942036,Air,Route A,553.0636652
haircare,SKU221,39.4657648,45,-740,5814.074499,Unknown,19,10,37,2,Carrier A,4.382477022,Supplier 1,Chennai,22,142,2,52.45373973,Pass,3.429903152,Road,Route B,611.1623587
skincare,SKU222,67.79064636,53,263,3789.129096,Non-binary,45,8,0,8,Carrier B,3.456530206,Supplier 1,Mumbai,25,729,5,8.015709685,Pass,1.476073851,Road,Route B,101.8585739
cosmetics,SKU223,66.49561018,9,644,10249.36206,Non-binary,44,36,25,2,Carrier A,3.419749229,Supplier 2,Bangalore,17,838,11,70.66181723,Pass,2.007963368,Air,Route B,983.7836417
haircare,SKU224,79.41562985,97,333,7773.072404,Male,22,1,37,8,Carrier B,4.790132644,Supplier 1,Bangalore,12,478,4,96.92636977,Pending,0.825497036,Road,Route A,487.4688546
skincare,SKU225,111.8942706,63,888,5952.539715,Unknown,0,31,51,5,Carrier C,10.98100163,Supplier 2,Delhi,14,677,2,34.53600487,Pass,0.364035188,Sea,Route B,627.7910405
skincare,SKU226,87.80057242,8,169,3466.101824,Unknown,56,8,33,3,Carrier B,2.423695383,Supplier 2,Chennai,25,514,8,99.93812461,Fail,1.902128103,Rail,Route B,354.6766576
haircare,SKU227,30.83173095,76,157,5377.123637,Non-binary,137,25,57,5,Carrier C,4.797553538,Supplier 1,Chennai,31,855,2,34.47806539,Pending,1.110492984,Rail,Route B,590.7648492
cosmetics,SKU228,61.96996992,56,135,1894.711346,Unknown,60,20,18,9,Carrier B,9.797269164,Supplier 2,Mumbai,20,1147,15,82.35070299,Pending,0.29081032,Air,Route A,423.9303704
skincare,SKU229,21.75750958,48,439,4481.097187,Female,17,2,76,5,Carrier B,7.947291286,Supplier 1,Mumbai,13,418,7,51.04716686,Pending,2.291611213,Road,Route A,1068.161271
skincare,SKU230,51.35142595,40,821,3546.904631,Non-binary,64,24,75,9,Carrier B,5.501972982,Supplier 3,Delhi,11,824,14,74.60456412,Pending,2.192174266,Sea,Route A,847.3656954
haircare,SKU231,55.73559258,73,296,9740.02694,Unknown,21,26,56,7,Carrier B,3.798609344,Supplier 1,Kolkata,27,494,20,52.89474865,Pass,3.196110177,Sea,Route B,428.7534927
cosmetics,SKU232,51.32859763,30,544,7432.86823,Non-binary,61,17,44,2,Carrier A,5.726631124,Supplier 2,Mumbai,24,560,28,50.37879667,Pending,1.449393951,Road,Route C,605.9389299
cosmetics,SKU233,66.70968616,45,498,2199.499392,Female,15,13,83,11,Carrier A,7.405959347,Supplier 1,Delhi,23,580,10,40.8696515,Fail,3.211192321,Air,Route B,592.7311572
haircare,SKU234,58.47657376,48,160,8454.747794,Male,71,22,62,6,Carrier A,4.720045596,Supplier 4,Kolkata,23,614,19,64.11840659,Fail,4.675287587,Air,Route B,449.3006047
cosmetics,SKU235,17.17266451,56,74,1410.973101,Non-binary,34,18,36,8,Carrier B,1.027106214,Supplier 1,Delhi,38,528,0,60.86882079,Pending,1.018219365,Sea,Route C,846.8583197
skincare,SKU236,27.18184435,39,577,4478.846564,Unknown,100,17,80,2,Carrier B,7.896876841,Supplier 3,Bangalore,14,1115,18,36.24084514,Pass,1.007011817,Road,Route B,671.6367111
cosmetics,SKU237,44.77741069,53,63,8930.988074,Unknown,43,12,94,6,Carrier B,8.775924921,Supplier 2,Chennai,28,539,9,47.8012851,Fail,1.892923707,Air,Route A,712.3818718
skincare,SKU238,13.48089202,59,343,3145.166378,Unknown,72,14,26,5,Carrier B,7.15583048,Supplier 1,Chennai,17,554,14,24.88235804,Fail,1.099910176,Road,Route C,537.3305325
cosmetics,SKU239,53.14567685,19,244,3710.02146,Female,61,31,62,3,Carrier B,10.29075338,Supplier 1,Mumbai,11,679,14,59.31891749,Fail,0.98640855,Sea,Route A,741.834233
haircare,SKU240,80.60765377,42,546,3983.178552,Male,66,12,110,5,Carrier A,6.472245791,Supplier 1,Chennai,9,557,15,38.11462901,Pending,2.623088493,Road,Route B,480.0100389
skincare,SKU241,47.08176581,67,86,5495.061642,Unknown,5,5,39,5,Carrier B,0.909538256,Supplier 4,Chennai,22,347,10,60.15347937,Fail,3.659526078,Rail,Route B,332.4688302
skincare,SKU242,63.66264637,8,235,6070.613646,Unknown,81,3,86,1,Carrier C,8.212222701,Supplier 1,Mumbai,26,182,17,102.6283082,Pending,2.420673442,Sea,Route C,390.5147384
haircare,SKU243,85.36052477,85,182,5638.144814,Female,44,4,57,7,Carrier C,5.819143099,Supplier 5,Delhi,11,44,18,42.81581295,Pending,1.097260911,Road,Route A,687.7779426
cosmetics,SKU244,15.87921224,30,200,6873.224361,Unknown,37,26,61,6,Carrier A,5.102228448,Supplier 5,Delhi,12,264,29,71.62814501,Pending,0.281916719,Road,Route B,825.3502602
haircare,SKU245,58.36249998,84,352,1925.121362,Unknown,37,14,63,7,Carrier B,0.271626669,Supplier 1,Chennai,23,514,30,16.09110314,Pass,1.945480619,Rail,Route B,761.5967359
haircare,SKU246,34.77946052,8,258,7165.643721,Unknown,10,16,25,10,Carrier C,3.483028138,Supplier 5,Mumbai,17,528,15,10.87400153,Pending,1.192875186,Rail,Route A,370.3459102
haircare,SKU247,72.555632,25,509,4130.678364,Female,70,19,43,4,Carrier B,7.323284718,Supplier 2,Kolkata,19,478,11,33.7136029,Fail,2.142001163,Sea,Route C,274.7586013
haircare,SKU248,51.6634752,24,167,499.528916,Non-binary,66,15,14,1,Carrier C,7.588302787,Supplier 4,Bangalore,12,433,8,38.35297411,Pending,0.925646278,Air,Route C,518.6057027
cosmetics,SKU249,41.79243069,52,763,4838.493631,Female,61,16,67,6,Carrier C,7.396553028,Supplier 4,Kolkata,30,906,16,49.25928768,Pending,1.630187801,Rail,Route A,142.7112763
cosmetics,SKU250,87.22846357,31,321,5255.76104,Female,57,17,67,6,Carrier B,9.283167628,Supplier 4,Mumbai,14,499,22,42.48094697,Pass,1.897631752,Air,Route A,727.0692524
skincare,SKU251,77.2714676,50,217,298.3761212,Female,33,3,51,5,Carrier A,8.94101063,Supplier 4,Chennai,37,717,13,145.7179606,Fail,3.297213386,Rail,Route B,206.5600169
haircare,SKU252,83.3035156,47,577,5130.329946,Male,46,32,36,7,Carrier C,5.333245314,Supplier 4,Mumbai,26,425,18,51.76152994,Pass,2.084732102,Rail,Route A,797.3517308
haircare,SKU253,65.59044676,98,793,3535.541489,Non-binary,52,10,53,7,Carrier C,10.53643088,Supplier 2,Mumbai,26,446,6,68.62800271,Pending,3.09577739,Air,Route A,885.9526917
haircare,SKU254,7.595288581,17,147,3741.046022,Unknown,82,22,56,1,Carrier C,0.708702325,Supplier 1,Mumbai,1,683,24,71.98075677,Pending,3.439944767,Road,Route A,872.5656966
skincare,SKU255,40.60522656,46,1119,7139.12417,Non-binary,45,14,39,2,Carrier C,3.559352439,Supplier 1,Kolkata,6,406,11,46.26802882,Fail,0.517635746,Rail,Route A,283.1315897
skincare,SKU256,106.434309,30,18,3696.487682,Female,31,10,27,0,Carrier B,0.679079871,Supplier 2,Mumbai,11,805,13,34.99916063,Pending,3.679983566,Rail,Route A,602.7968206
cosmetics,SKU257,83.14927108,,556,2265.576248,Non-binary,88,24,91,5,Carrier C,9.667147212,Supplier 3,Delhi,18,510,8,70.91235589,Fail,4.411629736,Air,Route A,302.351412
cosmetics,SKU258,121.0421139,46,483,4635.771712,Male,67,16,94,10,Carrier B,6.126013278,Supplier 2,Mumbai,14,76,21,12.60528515,Fail,3.400651881,Air,Route C,882.2226218
cosmetics,SKU259,7.634533981,10,195,230.1448843,Unknown,6,32,67,3,Carrier A,5.081958816,Supplier 2,Delhi,30,677,17,24.91834947,Fail,4.388751139,Road,Route A,657.2643144
cosmetics,SKU260,73.05098435,67,929,3071.294462,Male,32,9,50,8,Carrier C,7.087524768,Supplier 2,Bangalore,18,668,21,50.52305683,Fail,2.007647673,Road,Route A,280.8529002
haircare,SKU261,111.9613995,31,900,4607.436567,Female,60,19,45,3,Carrier A,5.941905034,Supplier 1,Kolkata,28,534,6,1.948926703,Pending,0.538921478,Sea,Route A,665.2128115
